nLine	ts	ECAPB	GPAPB	IIDBT	IIHDM	IIGLLlatlon	IIGLLlatNum	IIGLLlonNum	IIMTA	IIMTW	IIMWDtwd	ECRMB	GPRMB	IIRMB	RMCep	RMCts	RMClatlon	RMClatNum	RMClonNum	RMCsog	RMCtmg	IIVHWsow	IIVLW	IIVLWtotal	IIVTGsog	IIVTGtmg	IIVWRrl	IIVWRawa	IIVWRaws	IIVWTrl	IIVWTtwa	IIVWTtws	IIXTE	IIZDAep	IIZDAts2102	20180601072618.0	[]	[]	4.8	326.0	[]	47.50315	-1.613617	18.8	19.7	224.0	[]	[]	[]	1527837978.0	20180601072618.0	4730.18762,N,223.18327,W	47.503127	-1.613612	0.018	[]	0.0	36.73	135.0	[]	0.0	L	-102.0	2.2	L	-102.0	2.2	[]	1527837962.0	20180601072602.0	
5329	20180601072947.0	[]	[]	4.8	328.0	[]	47.50315	-1.613617	19.3	19.9	221.0	[]	[]	[]	1527838187.0	20180601072947.0	4730.18716,N,223.18303,W	47.503119	-1.613616	0.044	160.0	0.0	36.73	135.0	[]	0.0	L	-106.0	3.4	L	-106.0	3.4	[]	1527838190.0	20180601072950.0	
5385	20180601072951.0	[]	[]	4.8	329.0	[]	47.50315	-1.613617	19.3	19.9	223.0	[]	[]	[]	1527838191.0	20180601072951.0	4730.1873,N,223.18265,W	47.503122	-1.613622	0.054	146.0	0.0	36.73	135.0	[]	0.0	L	-106.0	3.4	L	-106.0	3.4	[]	1527838192.0	20180601072952.0	
5442	20180601072955.0	[]	[]	4.8	330.0	[]	47.50315	-1.613617	19.3	19.9	224.0	[]	[]	[]	1527838195.0	20180601072955.0	4730.18723,N,223.18239,W	47.503121	-1.613627	0.039	134.0	0.0	36.73	135.0	[]	0.0	L	-106.0	3.5	L	-106.0	3.4	[]	1527838196.0	20180601072956.0	
5499	20180601072959.0	[]	[]	4.8	330.0	[]	47.50315	-1.613617	19.3	19.9	223.0	[]	[]	[]	1527838199.0	20180601072959.0	4730.18733,N,223.18226,W	47.503122	-1.613629	0.016	[]	0.0	36.73	135.0	[]	0.0	L	-106.0	3.5	L	-106.0	3.5	[]	1527838202.0	20180601073002.0	
5556	20180601073003.0	[]	[]	4.8	329.0	[]	47.50315	-1.613617	19.3	19.9	223.0	[]	[]	[]	1527838203.0	20180601073003.0	4730.18739,N,223.18216,W	47.503123	-1.613631	0.025	125.0	0.0	36.73	135.0	[]	0.0	L	-107.0	3.4	L	-107.0	3.4	[]	1527838204.0	20180601073004.0	
5612	20180601073007.0	[]	[]	4.8	329.0	[]	47.50315	-1.613617	19.3	19.9	[]	[]	[]	[]	1527838207.0	20180601073007.0	4730.18745,N,223.18191,W	47.503124	-1.613635	0.03	118.0	0.0	36.73	135.0	[]	0.3	L	-108.0	3.5	L	-108.0	3.5	[]	1527838208.0	20180601073008.0	
5652	20180601073010.0	[]	[]	4.8	329.0	[]	47.50315	-1.613617	19.3	19.9	221.0	[]	[]	[]	1527838210.0	20180601073010.0	4730.18736,N,223.18189,W	47.503123	-1.613635	0.02	112.0	0.0	36.73	135.0	[]	0.0	L	-108.0	3.6	L	-108.0	3.6	[]	1527838212.0	20180601073012.0	
5709	20180601073014.0	[]	[]	4.8	330.0	[]	47.50315	-1.613617	19.3	19.9	221.0	[]	[]	[]	1527838214.0	20180601073014.0	4730.18727,N,223.18181,W	47.503121	-1.613637	0.033	109.0	0.0	36.73	135.0	[]	0.0	L	-109.0	3.6	L	-109.0	3.6	[]	1527838216.0	20180601073016.0	
5764	20180601073018.0	[]	[]	4.8	330.0	[]	47.50315	-1.613617	19.3	19.9	219.0	[]	[]	[]	1527838218.0	20180601073018.0	4730.18725,N,223.18171,W	47.503121	-1.613638	0.01	[]	0.0	36.73	135.0	[]	0.0	L	-111.0	3.7	L	-111.0	3.7	[]	1527838220.0	20180601073020.0	
5823	20180601073022.0	[]	[]	4.8	329.0	[]	47.503133	-1.613617	19.3	19.9	218.0	[]	[]	[]	1527838222.0	20180601073022.0	4730.18724,N,223.18152,W	47.503121	-1.613641	0.035	104.0	0.0	36.73	135.0	[]	0.0	L	-112.0	3.6	L	-111.0	3.6	[]	1527838224.0	20180601073024.0	
5880	20180601073026.0	[]	[]	4.8	329.0	[]	47.503133	-1.613617	19.3	19.9	218.0	[]	[]	[]	1527838226.0	20180601073026.0	4730.18716,N,223.18151,W	47.503119	-1.613641	0.017	[]	0.0	36.73	135.0	[]	0.0	L	-111.0	3.6	L	-111.0	3.6	[]	1527838228.0	20180601073028.0	
5936	20180601073030.0	[]	[]	4.8	328.0	[]	47.503133	-1.613617	19.3	19.9	217.0	[]	[]	[]	1527838230.0	20180601073030.0	4730.18708,N,223.1817,W	47.503118	-1.613638	0.005	[]	0.0	36.73	135.0	[]	0.0	L	-112.0	3.7	L	-111.0	3.6	[]	1527838232.0	20180601073032.0	
5993	20180601073034.0	[]	[]	4.8	328.0	[]	47.503133	-1.613617	19.3	19.9	212.0	[]	[]	[]	1527838234.0	20180601073034.0	4730.187,N,223.18201,W	47.503117	-1.613633	0.037	129.0	0.0	36.73	135.0	[]	0.0	L	-116.0	3.8	L	-116.0	3.8	[]	1527838236.0	20180601073036.0	
6050	20180601073038.0	[]	[]	4.8	327.0	[]	47.503133	-1.613617	19.3	19.9	209.0	[]	[]	[]	1527838238.0	20180601073038.0	4730.18692,N,223.18214,W	47.503115	-1.613631	0.125	135.0	0.0	36.73	135.0	[]	0.0	L	-118.0	3.9	L	-118.0	3.9	[]	1527838240.0	20180601073040.0	
6107	20180601073042.0	[]	[]	4.8	326.0	[]	47.503133	-1.613617	19.3	19.9	207.0	[]	[]	[]	1527838242.0	20180601073042.0	4730.18672,N,223.18255,W	47.503112	-1.613624	0.001	[]	0.0	36.73	135.0	[]	0.0	L	-119.0	4.0	L	-119.0	4.0	[]	1527838244.0	20180601073044.0	
6162	20180601073046.0	[]	[]	4.8	326.0	[]	47.503133	-1.613617	19.3	19.9	205.0	[]	[]	[]	1527838246.0	20180601073046.0	4730.18663,N,223.18284,W	47.50311	-1.613619	0.018	[]	0.0	36.73	135.0	[]	0.0	L	-121.0	4.1	L	-121.0	4.1	[]	1527838248.0	20180601073048.0	
